ROIid;ROIabbr;ROIname
389;rDefaultC_PHC_1;17Networks_RH_DefaultC_PHC_1
390;rDefaultC_PHC_2;17Networks_RH_DefaultC_PHC_2
391;rTempPar_1;17Networks_RH_TempPar_1
392;rTempPar_2;17Networks_RH_TempPar_2
393;rTempPar_3;17Networks_RH_TempPar_3
394;rTempPar_4;17Networks_RH_TempPar_4
395;rTempPar_5;17Networks_RH_TempPar_5
396;rTempPar_6;17Networks_RH_TempPar_6
397;rTempPar_7;17Networks_RH_TempPar_7
398;rTempPar_8;17Networks_RH_TempPar_8
399;rTempPar_9;17Networks_RH_TempPar_9
400;rTempPar_10;17Networks_RH_TempPar_10
