# id;name;version;mpm;surface;default-granularity;high-granularity;sub-01;sub-02;sub-03;sub-04;sub-05;sub-06;sub-07;sub-08;sub-09;sub-10;sub-11;sub-12;sub-13;sub-14;sub-15;sub-16;sub-17;sub-18;sub-19;sub-20;sub-21;sub-22;sub-23;sub-24;sub-26
369;Subthalamus-STN;6.0;1;0;1;1;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
370;Thalamus-VIM;4.0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
372;Area-SFG2;4.0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
373;Area-Id9;4.0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0
374;Area-Ia3;4.0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0
375;Area-Ia2;4.0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0
376;Area-Id8;4.0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0
377;Area-Id10;4.0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0
378;BasalForebrain-BST;7.0;1;0;1;1;1;0;1;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0
385;Area-Op10;5.0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
395;Area-FG5;7.0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0
396;Area-OTS1;7.0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0
400;Area-PirT.Tit;5.0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
401;Area-PirT.Tu;5.0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
402;Area-PirTB.TBv;5.0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
403;Area-PirTB.TBd;5.0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
451;Area-PirTB;5.0;1;0;1;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
452;Area-PirT;5.0;1;0;1;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
453;Midbrain-NRm;2.0;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
454;Midbrain-NRp;2.0;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
456;Area-6v2;11.0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
457;Area-6v3;11.0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
501;GapMap-Frontal-II;31.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
503;GapMap-Temporal-to-Parietal;31.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
504;GapMap-Frontal-to-Occipital;31.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
505;GapMap-Frontal-to-Temporal-I;31.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
506;GapMap-Frontal-to-Temporal-II;31.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
507;GapMap-Frontal-I.1;31.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
508;GapMap-Frontal-I.2;31.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
514;Thalamus-MV;9.0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
515;Thalamus-AM;9.0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
517;Thalamus-ZI;9.0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
518;Thalamus-VPi;9.0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
521;Area-SFG3;4.0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
522;Area-SFG4;4.0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
523;Area-MFG4;4.0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
524;Area-MFG5;4.0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
